Tietuetunnus,Ajopäivämäärä,Postinumero,Postinumeron nimi suomeksi,Postinumeron nimi ruotsiksi,Postinumeron nimen lyhenne suomeksi,Postinumeron nimen lyhenne ruotsiksi,Voimaantulopäivämäärä,Tyyppikoodi,Hallinnollisen alueen koodi ,Hallinnollisen alueen nimi suomeksi,Hallinnollisen alueen ruotsiksi,Kunnan koodi,Kunnan nimi suomeksi,Kunnan nimi ruotsiksi,Kunnan kielisuhdekoodi
PONOT,20200721,51720,RAHULA,RAHULA,,,19860101,1,FI1D1,Etelä-Savo,Södra Savolax,491,Mikkeli,S:t Michel,1
PONOT,20200721,54390,PULSA,PULSA,,,19860101,1,FI1C5,Etelä-Karjala,Södra Karelen,405,Lappeenranta,Villmanstrand,1
PONOT,20200721,66401,LAIHIA,LAIHIA,,,20051216,2,FI195,Pohjanmaa,Österbotten,399,Laihia,Laihela,1
PONOT,20200721,72570,MÄNTYLÄ,MÄNTYLÄ,,,19870501,1,FI1D2,Pohjois-Savo,Norra Savolax,595,Pielavesi,Pielavesi,1
PONOT,20200721,86800,PYHÄSALMI,PYHÄSALMI,,,19881101,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,626,Pyhäjärvi,Pyhäjärvi,1
PONOT,20200721,40006,VASTAUSLÄHETYS,SVARSFÖRSÄNDELSE,,,20070101,5,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,01190,BOX,BOX,,,19880512,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,753,Sipoo,Sibbo,2
PONOT,20200721,28560,PORI,PORI,PR,,19881101,1,FI196,Satakunta,Satakunda,609,Pori,Björneborg,1
PONOT,20200721,32710,SAMPU,SAMPU,,,19890201,1,FI196,Satakunta,Satakunda,102,Huittinen,Huittinen,1
PONOT,20200721,38670,KALLIALA,KALLIALA,,,19860101,1,FI196,Satakunta,Satakunda,609,Pori,Björneborg,1
PONOT,20200721,42220,KAIPOLA,KAIPOLA,,,19860101,1,FI193,Keski-Suomi,Mellersta Finland,182,Jämsä,Jämsä,1
PONOT,20200721,46710,SIPPOLA,SIPPOLA,,,19881101,1,FI1C4,Kymenlaakso,Kymmenedalen,286,Kouvola,Kouvola,1
PONOT,20200721,65970,SÖDERUDDEN,SÖDERUDDEN,,,19861001,1,FI195,Pohjanmaa,Österbotten,499,Mustasaari,Korsholm,2
PONOT,20200721,70700,KUOPIO,KUOPIO,KUO,,19970922,1,FI1D2,Pohjois-Savo,Norra Savolax,297,Kuopio,Kuopio,1
PONOT,20200721,71210,TUUSJÄRVI,TUUSJÄRVI,,,19890101,1,FI1D2,Pohjois-Savo,Norra Savolax,857,Tuusniemi,Tuusniemi,1
PONOT,20200721,90480,HAILUOTO,HAILUOTO,,,19881101,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,072,Hailuoto,Karlö,1
PONOT,20200721,97330,RATTOSJÄRVI,RATTOSJÄRVI,,,19860101,1,FI1D7,Lappi,Lappland,854,Pello,Pello,1
PONOT,20200721,97620,VIIRI,VIIRI,,,19860101,1,FI1D7,Lappi,Lappland,698,Rovaniemi,Rovaniemi,1
PONOT,20200721,01640,VANTAA,VANDA,,,19881101,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,092,Vantaa,Vanda,2
PONOT,20200721,13505,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170426,6,FI1C2,Kanta-Häme,Egentliga Tavastland,109,Hämeenlinna,Tavastehus,1
PONOT,20200721,40275,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170429,6,FI193,Keski-Suomi,Mellersta Finland,179,Jyväskylä,Jyväskylä,1
PONOT,20200721,67605,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170505,6,FI1D5,Keski-Pohjanmaa,Mellersta Österbotten,272,Kokkola,Karleby,2
PONOT,20200721,15145,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170426,6,FI1C3,Päijät-Häme,Päijänne-Tavastland,398,Lahti,Lahtis,1
PONOT,20200721,96905,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170505,6,FI1D7,Lappi,Lappland,698,Rovaniemi,Rovaniemi,1
PONOT,20200721,60125,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170505,6,FI194,Etelä-Pohjanmaa,Södra Österbotten,743,Seinäjoki,Seinäjoki,1
PONOT,20200721,32705,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170428,6,FI196,Satakunta,Satakunda,102,Huittinen,Huittinen,1
PONOT,20200721,29105,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170428,6,FI196,Satakunta,Satakunda,051,Eurajoki,Euraåminne,1
PONOT,20200721,44505,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170429,6,FI193,Keski-Suomi,Mellersta Finland,931,Viitasaari,Viitasaari,1
PONOT,20200721,40955,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170429,6,FI193,Keski-Suomi,Mellersta Finland,500,Muurame,Muurame,1
PONOT,20200721,04325,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170426,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,858,Tuusula,Tusby,1
PONOT,20200721,37915,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170428,6,FI197,Pirkanmaa,Birkaland,020,Akaa,Akaa,1
PONOT,20200721,74705,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170505,6,FI1D2,Pohjois-Savo,Norra Savolax,263,Kiuruvesi,Kiuruvesi,1
PONOT,20200721,00775,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170425,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,40525,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170429,6,FI193,Keski-Suomi,Mellersta Finland,179,Jyväskylä,Jyväskylä,1
PONOT,20200721,06105,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170426,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,638,Porvoo,Borgå,2
PONOT,20200721,26105,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170428,6,FI196,Satakunta,Satakunda,684,Rauma,Raumo,1
PONOT,20200721,84105,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170505,6,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,977,Ylivieska,Ylivieska,1
PONOT,20200721,70029,KYS,KYS,,,20130204,3,FI1D2,Pohjois-Savo,Norra Savolax,297,Kuopio,Kuopio,1
PONOT,20200721,54105,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170429,6,FI1C5,Etelä-Karjala,Södra Karelen,405,Lappeenranta,Villmanstrand,1
PONOT,20200721,54505,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170429,6,FI1C5,Etelä-Karjala,Södra Karelen,441,Luumäki,Luumäki,1
PONOT,20200721,80105,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170505,6,FI1D3,Pohjois-Karjala,Norra Karelen,167,Joensuu,Joensuu,1
PONOT,20200721,83505,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170505,6,FI1D3,Pohjois-Karjala,Norra Karelen,309,Outokumpu,Outokumpu,1
PONOT,20200721,28105,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170428,6,FI196,Satakunta,Satakunda,609,Pori,Björneborg,1
PONOT,20200721,32805,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170428,6,FI196,Satakunta,Satakunda,271,Kokemäki,Kumo,1
PONOT,20200721,51205,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170429,6,FI1D1,Etelä-Savo,Södra Savolax,213,Kangasniemi,Kangasniemi,1
PONOT,20200721,21205,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170428,6,FI1C1,Varsinais-Suomi,Egentliga Finland,680,Raisio,Reso,1
PONOT,20200721,01044,DNA,DNA,,,20111006,3,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,02325,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170425,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,049,Espoo,Esbo,2
PONOT,20200721,00395,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170425,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,02215,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170425,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,049,Espoo,Esbo,2
PONOT,20200721,00515,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170425,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,02135,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170425,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,049,Espoo,Esbo,2
PONOT,20200721,04305,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170426,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,858,Tuusula,Tusby,1
PONOT,20200721,40105,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170429,6,FI193,Keski-Suomi,Mellersta Finland,179,Jyväskylä,Jyväskylä,1
PONOT,20200721,21105,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170428,6,FI1C1,Varsinais-Suomi,Egentliga Finland,529,Naantali,Nådendal,1
PONOT,20200721,62105,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170505,6,FI194,Etelä-Pohjanmaa,Södra Österbotten,408,Lapua,Lappo,1
PONOT,20200721,00525,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170425,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,00725,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170425,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,00135,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170425,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,01615,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170425,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,092,Vantaa,Vanda,2
PONOT,20200721,05205,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170426,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,543,Nurmijärvi,Nurmijärvi,1
PONOT,20200721,00605,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170425,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,00255,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170425,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,35305,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170428,6,FI197,Pirkanmaa,Birkaland,562,Orivesi,Orivesi,1
PONOT,20200721,37835,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170428,6,FI197,Pirkanmaa,Birkaland,020,Akaa,Akaa,1
PONOT,20200721,35805,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170428,6,FI197,Pirkanmaa,Birkaland,508,Mänttä-Vilppula,Mänttä-Vilppula,1
PONOT,20200721,36225,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170428,6,FI197,Pirkanmaa,Birkaland,211,Kangasala,Kangasala,1
PONOT,20200721,85105,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170505,6,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,208,Kalajoki,Kalajoki,1
PONOT,20200721,63705,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170505,6,FI194,Etelä-Pohjanmaa,Södra Österbotten,989,Ähtäri,Etseri,1
PONOT,20200721,00845,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170425,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,04435,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170426,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,186,Järvenpää,Träskända,1
PONOT,20200721,03605,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170426,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,224,Karkkila,Högfors,1
PONOT,20200721,29205,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170428,6,FI196,Satakunta,Satakunda,079,Harjavalta,Harjavalta,1
PONOT,20200721,43105,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170429,6,FI193,Keski-Suomi,Mellersta Finland,729,Saarijärvi,Saarijärvi,1
PONOT,20200721,53305,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170429,6,FI1C5,Etelä-Karjala,Södra Karelen,405,Lappeenranta,Villmanstrand,1
PONOT,20200721,16305,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170426,6,FI1C3,Päijät-Häme,Päijänne-Tavastland,560,Orimattila,Orimattila,1
PONOT,20200721,00935,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20181101,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,13105,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170426,6,FI1C2,Kanta-Häme,Egentliga Tavastland,109,Hämeenlinna,Tavastehus,1
PONOT,20200721,42105,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170429,6,FI193,Keski-Suomi,Mellersta Finland,182,Jämsä,Jämsä,1
PONOT,20200721,61805,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170505,6,FI194,Etelä-Pohjanmaa,Södra Österbotten,232,Kauhajoki,Kauhajoki,1
PONOT,20200721,94105,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170505,6,FI1D7,Lappi,Lappland,240,Kemi,Kemi,1
PONOT,20200721,01805,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170425,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,543,Nurmijärvi,Nurmijärvi,1
PONOT,20200721,93605,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170505,6,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,305,Kuusamo,Kuusamo,1
PONOT,20200721,32205,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170428,6,FI1C1,Varsinais-Suomi,Egentliga Finland,430,Loimaa,Loimaa,1
PONOT,20200721,04605,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170426,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,505,Mäntsälä,Mäntsälä,1
PONOT,20200721,33585,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170428,6,FI197,Pirkanmaa,Birkaland,837,Tampere,Tammerfors,1
PONOT,20200721,20325,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170426,6,FI1C1,Varsinais-Suomi,Egentliga Finland,853,Turku,Åbo,2
PONOT,20200721,78205,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170505,6,FI1D2,Pohjois-Savo,Norra Savolax,915,Varkaus,Varkaus,1
PONOT,20200721,23505,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170428,6,FI1C1,Varsinais-Suomi,Egentliga Finland,895,Uusikaupunki,Nystad,1
PONOT,20200721,33105,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170428,6,FI197,Pirkanmaa,Birkaland,837,Tampere,Tammerfors,1
PONOT,20200721,15245,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170426,6,FI1C3,Päijät-Häme,Päijänne-Tavastland,398,Lahti,Lahtis,1
PONOT,20200721,50105,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170429,6,FI1D1,Etelä-Savo,Södra Savolax,491,Mikkeli,S:t Michel,1
PONOT,20200721,20765,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170426,6,FI1C1,Varsinais-Suomi,Egentliga Finland,853,Turku,Åbo,2
PONOT,20200721,08105,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170426,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,444,Lohja,Lojo,2
PONOT,20200721,03105,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170426,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,927,Vihti,Vichtis,1
PONOT,20200721,95425,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170505,6,FI1D7,Lappi,Lappland,851,Tornio,Torneå,1
PONOT,20200721,94605,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170505,6,FI1D7,Lappi,Lappland,240,Kemi,Kemi,1
PONOT,20200721,30107,NOUTOPISTE,NOUTOPISTE,,,20170408,7,FI1C2,Kanta-Häme,Egentliga Tavastland,061,Forssa,Forssa,1
PONOT,20200721,02715,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170425,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,049,Espoo,Esbo,2
PONOT,20200721,65305,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170505,6,FI195,Pohjanmaa,Österbotten,905,Vaasa,Vasa,2
PONOT,20200721,11135,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170426,6,FI1C2,Kanta-Häme,Egentliga Tavastland,694,Riihimäki,Riihimäki,1
PONOT,20200721,57090,VISMA,VISMA,,,20131221,3,FI1D1,Etelä-Savo,Södra Savolax,740,Savonlinna,Nyslott,1
PONOT,20200721,13102,HÄMEENLINNA,HÄMEENLINNA,,,20130920,8,FI1C2,Kanta-Häme,Egentliga Tavastland,109,Hämeenlinna,Tavastehus,1
PONOT,20200721,24102,SALO,SALO,,,20130920,8,FI1C1,Varsinais-Suomi,Egentliga Finland,734,Salo,Salo,1
PONOT,20200721,26102,RAUMA,RAUMO,,,20130920,8,FI196,Satakunta,Satakunda,684,Rauma,Raumo,1
PONOT,20200721,28102,PORI,PORI,,,20130920,8,FI196,Satakunta,Satakunda,609,Pori,Björneborg,1
PONOT,20200721,45102,KOUVOLA,KOUVOLA,,,20130920,8,FI1C4,Kymenlaakso,Kymmenedalen,286,Kouvola,Kouvola,1
PONOT,20200721,40014,JYVÄSKYLÄN YLIOPISTO,JYVÄSKYLÄN YLIOPISTO,,,20020517,3,FI193,Keski-Suomi,Mellersta Finland,179,Jyväskylä,Jyväskylä,1
PONOT,20200721,94460,TORNIO,TORNIO,,,20100129,1,FI1D7,Lappi,Lappland,241,Keminmaa,Keminmaa,1
PONOT,20200721,60060,ATRIA,ATRIA,,,20021105,3,FI194,Etelä-Pohjanmaa,Södra Österbotten,743,Seinäjoki,Seinäjoki,1
PONOT,20200721,22110,MARIEHAMN,MARIEHAMN,,,20021107,1,FI200,Ahvenanmaa,Åland,478,Maarianhamina,Mariehamn,4
PONOT,20200721,60061,ATRIA,ATRIA,,,20030310,3,FI194,Etelä-Pohjanmaa,Södra Österbotten,743,Seinäjoki,Seinäjoki,1
PONOT,20200721,00790,HELSINKI,HELSINGFORS,HKI,HFORS,20030423,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,13131,HÄMEENLINNA,HÄMEENLINNA,,,20030424,2,FI1C2,Kanta-Häme,Egentliga Tavastland,109,Hämeenlinna,Tavastehus,1
PONOT,20200721,80791,KONTIORANTA,KONTIORANTA,,,20030520,2,FI1D3,Pohjois-Karjala,Norra Karelen,276,Kontiolahti,Kontiolahti,1
PONOT,20200721,79820,VARISTAIPALE,VARISTAIPALE,,,20030701,1,FI1D1,Etelä-Savo,Södra Savolax,090,Heinävesi,Heinävesi,1
PONOT,20200721,80511,ONTTOLA,ONTTOLA,,,20030905,2,FI1D3,Pohjois-Karjala,Norra Karelen,276,Kontiolahti,Kontiolahti,1
PONOT,20200721,00030,IIRIS,IIRIS,,,20031215,3,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,00088,S-RYHMÄ,S-GRUPPEN,,,20050502,3,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,02070,ESPOON KAUPUNKI,ESBO STAD,,,20040102,3,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,049,Espoo,Esbo,2
PONOT,20200721,00054,VALTIOKONTTORI,STATSKONTORET,,,20040510,3,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,01051,LASKUT,FAKTURA,,,20050905,3,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,87070,KAINUU,KAINUU,,,20130919,3,FI1D4,Kainuu,Kajanaland,205,Kajaani,Kajana,1
PONOT,20200721,00095,NESTE,NESTE,,,20150528,3,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,049,Espoo,Esbo,2
PONOT,20200721,00791,HELSINKI,HELSINGFORS,,,20050615,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,70840,KUOPIO,KUOPIO,,,20051101,1,FI1D2,Pohjois-Savo,Norra Savolax,297,Kuopio,Kuopio,1
PONOT,20200721,04620,MÄNTSÄLÄ,MÄNTSÄLÄ,,,20060301,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,505,Mäntsälä,Mäntsälä,1
PONOT,20200721,04820,KAUKALAMPI,KAUKALAMPI,,,20060301,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,505,Mäntsälä,Mäntsälä,1
PONOT,20200721,02066,DOCUSCAN,DOCUSCAN,,,20060301,3,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,049,Espoo,Esbo,2
PONOT,20200721,73320,NILSIÄ,NILSIÄ,,,20060501,1,FI1D2,Pohjois-Savo,Norra Savolax,297,Kuopio,Kuopio,1
PONOT,20200721,74140,IISALMI,IISALMI,,,20060601,1,FI1D2,Pohjois-Savo,Norra Savolax,140,Iisalmi,Idensalmi,1
PONOT,20200721,74150,IISALMI,IISALMI,,,20060601,1,FI1D2,Pohjois-Savo,Norra Savolax,140,Iisalmi,Idensalmi,1
PONOT,20200721,74520,IISALMI,IISALMI,,,20060601,1,FI1D2,Pohjois-Savo,Norra Savolax,140,Iisalmi,Idensalmi,1
PONOT,20200721,37570,LEMPÄÄLÄ,LEMPÄÄLÄ,,,20061023,1,FI197,Pirkanmaa,Birkaland,418,Lempäälä,Lempäälä,1
PONOT,20200721,02022,NOKIA SOLUTIONS AND NETWORKS,NOKIA SOLUTIONS AND NETWORKS,,,20130912,3,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,049,Espoo,Esbo,2
PONOT,20200721,67500,KOKKOLA,KARLEBY,,,20070927,1,FI1D5,Keski-Pohjanmaa,Mellersta Österbotten,272,Kokkola,Karleby,2
PONOT,20200721,20730,TURKU,ÅBO,,,20080222,1,FI1C1,Varsinais-Suomi,Egentliga Finland,853,Turku,Åbo,2
PONOT,20200721,95460,TORNIO,TORNIO,,,20080222,1,FI1D7,Lappi,Lappland,851,Tornio,Torneå,1
PONOT,20200721,82770,KAUSTAJÄRVI,KAUSTAJÄRVI,,,20080401,1,FI1D3,Pohjois-Karjala,Norra Karelen,848,Tohmajärvi,Tohmajärvi,1
PONOT,20200721,01006,VASTAUSLÄHETYS,SVARSFÖRSÄNDELSE,,,20160929,5,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,21006,VASTAUSLÄHETYS,SVARSFÖRSÄNDELSE,,,20160929,5,FI1C1,Varsinais-Suomi,Egentliga Finland,529,Naantali,Nådendal,1
PONOT,20200721,41006,VASTAUSLÄHETYS,SVARSFÖRSÄNDELSE,,,20160929,5,FI193,Keski-Suomi,Mellersta Finland,179,Jyväskylä,Jyväskylä,1
PONOT,20200721,40620,JYVÄSKYLÄ,JYVÄSKYLÄ,JKL,,19881101,1,FI193,Keski-Suomi,Mellersta Finland,179,Jyväskylä,Jyväskylä,1
PONOT,20200721,44320,SIRKKAMÄKI,SIRKKAMÄKI,,,19860101,1,FI193,Keski-Suomi,Mellersta Finland,275,Konnevesi,Konnevesi,1
PONOT,20200721,49520,REITKALLI,REITKALLI,,,19860101,1,FI1C4,Kymenlaakso,Kymmenedalen,075,Hamina,Fredrikshamn,1
PONOT,20200721,69150,ESKOLA,ESKOLA,,,19881101,1,FI1D5,Keski-Pohjanmaa,Mellersta Österbotten,217,Kannus,Kannus,1
PONOT,20200721,72840,SAARELA,SAARELA,,,19960603,1,FI1D2,Pohjois-Savo,Norra Savolax,595,Pielavesi,Pielavesi,1
PONOT,20200721,95701,PELLO,PELLO,,,19961217,2,FI1D7,Lappi,Lappland,854,Pello,Pello,1
PONOT,20200721,98710,JOUTSIJÄRVI,JOUTSIJÄRVI,,,19860101,1,FI1D7,Lappi,Lappland,320,Kemijärvi,Kemijärvi,1
PONOT,20200721,90006,VASTAUSLÄHETYS,SVARSFÖRSÄNDELSE,,,20070101,5,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,00039,VALIO,VALIO,,,19980301,3,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,00811,HELSINKI,HELSINGFORS,,,19881101,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,02410,KIRKKONUMMI,KYRKSLÄTT,KIRKKONMM,,19881001,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,257,Kirkkonummi,Kyrkslätt,2
PONOT,20200721,02611,ESPOO,ESBO,,,19881101,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,049,Espoo,Esbo,2
PONOT,20200721,27170,EURAJOKI,EURAJOKI,,,19860101,1,FI196,Satakunta,Satakunda,051,Eurajoki,Euraåminne,1
PONOT,20200721,31490,TERTTILÄ,TERTTILÄ,,,19860101,1,FI1C1,Varsinais-Suomi,Egentliga Finland,761,Somero,Somero,1
PONOT,20200721,31760,URJALA,URJALA,,,19970901,1,FI197,Pirkanmaa,Birkaland,887,Urjala,Urjala,1
PONOT,20200721,34740,KORO,KORO,,,19860101,1,FI197,Pirkanmaa,Birkaland,936,Virrat,Virdois,1
PONOT,20200721,69730,TUNKKARI,TUNKKARI,,,19860101,1,FI1D5,Keski-Pohjanmaa,Mellersta Österbotten,924,Veteli,Vetil,1
