Tietuetunnus,Ajopäivämäärä,Postinumero,Postinumeron nimi suomeksi,Postinumeron nimi ruotsiksi,Postinumeron nimen lyhenne suomeksi,Postinumeron nimen lyhenne ruotsiksi,Voimaantulopäivämäärä,Tyyppikoodi,Hallinnollisen alueen koodi ,Hallinnollisen alueen nimi suomeksi,Hallinnollisen alueen ruotsiksi,Kunnan koodi,Kunnan nimi suomeksi,Kunnan nimi ruotsiksi,Kunnan kielisuhdekoodi
PONOT,20200721,07230,ASKOLA,ASKOLA,,,20190101,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,018,Askola,Askola,1
PONOT,20200721,21720,KORPOSTRÖM,KORPOSTRÖM,,,19861001,1,FI1C1,Varsinais-Suomi,Egentliga Finland,445,Parainen,Pargas,2
PONOT,20200721,22150,JOMALA,JOMALA,,,19860926,1,FI200,Ahvenanmaa,Åland,170,Jomala,Jomala,4
PONOT,20200721,27130,EURAJOKI,EURAJOKI,,,19860101,1,FI196,Satakunta,Satakunda,051,Eurajoki,Euraåminne,1
PONOT,20200721,31460,HIRSJÄRVI,HIRSJÄRVI,,,19860101,1,FI1C1,Varsinais-Suomi,Egentliga Finland,761,Somero,Somero,1
PONOT,20200721,34640,MUSTAJÄRVI,MUSTAJÄRVI,,,19860101,1,FI197,Pirkanmaa,Birkaland,702,Ruovesi,Ruovesi,1
PONOT,20200721,73350,HALUNA,HALUNA,,,19890101,1,FI1D2,Pohjois-Savo,Norra Savolax,297,Kuopio,Kuopio,1
PONOT,20200721,92260,KOPSA,KOPSA,,,19860101,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,678,Raahe,Brahestad,1
PONOT,20200721,92810,PELSONSUO,PELSONSUO,,,19961212,1,FI1D4,Kainuu,Kajanaland,785,Vaala,Vaala,1
PONOT,20200721,95920,SAARIPUDAS,SAARIPUDAS,,,19860101,1,FI1D7,Lappi,Lappland,273,Kolari,Kolari,1
PONOT,20200721,98960,NARUSKA,NARUSKA,,,19860101,1,FI1D7,Lappi,Lappland,732,Salla,Salla,1
PONOT,20200721,00102,EDUSKUNTA,RIKSDAGEN,,,19881001,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,21101,NAANTALI,NAANTALI,,,19951101,2,FI1C1,Varsinais-Suomi,Egentliga Finland,529,Naantali,Nådendal,1
PONOT,20200721,31720,URJALANKYLÄ,URJALANKYLÄ,,,19980102,1,FI197,Pirkanmaa,Birkaland,887,Urjala,Urjala,1
PONOT,20200721,32140,YPÄJÄ AS,YPÄJÄ AS,,,20051216,1,FI1C2,Kanta-Häme,Egentliga Tavastland,981,Ypäjä,Ypäjä,1
PONOT,20200721,35301,ORIVESI,ORIVESI,,,19881101,2,FI197,Pirkanmaa,Birkaland,562,Orivesi,Orivesi,1
PONOT,20200721,54120,PULP,PULP,,,19860101,1,FI1C5,Etelä-Karjala,Södra Karelen,405,Lappeenranta,Villmanstrand,1
PONOT,20200721,59730,UUKUNIEMI,UUKUNIEMI,,,19970102,1,FI1C5,Etelä-Karjala,Södra Karelen,580,Parikkala,Parikkala,1
PONOT,20200721,60550,NURMO,NURMO,,,20000515,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,743,Seinäjoki,Seinäjoki,1
PONOT,20200721,82601,TOHMAJÄRVI,TOHMAJÄRVI,,,19960401,2,FI1D3,Pohjois-Karjala,Norra Karelen,848,Tohmajärvi,Tohmajärvi,1
PONOT,20200721,86680,VATJUSJÄRVI,VATJUSJÄRVI,,,19860101,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,071,Haapavesi,Haapavesi,1
PONOT,20200721,90840,HAUKIPUDAS,HAUKIPUDAS,,,19860101,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,564,Oulu,Uleåborg,1
PONOT,20200721,96440,ROVANIEMI,ROVANIEMI,ROI,,19881101,1,FI1D7,Lappi,Lappland,698,Rovaniemi,Rovaniemi,1
PONOT,20200721,99230,JEESIÖJÄRVI,JEESIÖJÄRVI,,,19860101,1,FI1D7,Lappi,Lappland,261,Kittilä,Kittilä,1
PONOT,20200721,00210,HELSINKI,HELSINGFORS,HKI,HFORS,19960620,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,12750,PILPALA,PILPALA,,,19880101,1,FI1C2,Kanta-Häme,Egentliga Tavastland,433,Loppi,Loppi,1
PONOT,20200721,16960,ISO-EVO,ISO-EVO,,,19860101,1,FI1C2,Kanta-Häme,Egentliga Tavastland,109,Hämeenlinna,Tavastehus,1
PONOT,20200721,17510,NYYSTÖLÄ,NYYSTÖLÄ,,,19860101,1,FI1C3,Päijät-Häme,Päijänne-Tavastland,576,Padasjoki,Padasjoki,1
PONOT,20200721,21270,NOUSIAINEN,NOUSIAINEN,,,20051216,1,FI1C1,Varsinais-Suomi,Egentliga Finland,538,Nousiainen,Nousis,1
PONOT,20200721,25660,MATHILDEDAL,MATHILDEDAL,,,19860101,1,FI1C1,Varsinais-Suomi,Egentliga Finland,734,Salo,Salo,1
PONOT,20200721,41970,HUTTULA,HUTTULA,,,19860101,1,FI193,Keski-Suomi,Mellersta Finland,249,Keuruu,Keuruu,1
PONOT,20200721,78400,VARKAUS,VARKAUS,VRK,,19860101,1,FI1D2,Pohjois-Savo,Norra Savolax,915,Varkaus,Varkaus,1
PONOT,20200721,82900,ILOMANTSI,ILOMANTSI,,,19881101,1,FI1D3,Pohjois-Karjala,Norra Karelen,146,Ilomantsi,Ilomants,1
PONOT,20200721,04131,SIPOO,SIBBO,,,19960812,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,753,Sipoo,Sibbo,2
PONOT,20200721,13330,HARVIALA,HARVIALA,,,19881001,1,FI1C2,Kanta-Häme,Egentliga Tavastland,165,Janakkala,Janakkala,1
PONOT,20200721,18130,HEINOLA,HEINOLA,HLA,,19881101,1,FI1C3,Päijät-Häme,Päijänne-Tavastland,111,Heinola,Heinola,1
PONOT,20200721,21490,MARTTILA,MARTTILA,,,20001121,1,FI1C1,Varsinais-Suomi,Egentliga Finland,480,Marttila,Marttila,1
PONOT,20200721,42720,KEURUU,KEURUU,,,19860101,1,FI193,Keski-Suomi,Mellersta Finland,249,Keuruu,Keuruu,1
PONOT,20200721,46950,AHVIO,AHVIO,,,19880101,1,FI1C4,Kymenlaakso,Kymmenedalen,286,Kouvola,Kouvola,1
PONOT,20200721,51980,LAUTEALA,LAUTEALA,,,19860101,1,FI1D1,Etelä-Savo,Södra Savolax,178,Juva,Juva,1
PONOT,20200721,52551,HIRVENSALMI,HIRVENSALMI,,,19951115,2,FI1D1,Etelä-Savo,Södra Savolax,097,Hirvensalmi,Hirvensalmi,1
PONOT,20200721,58420,SILVOLA,SILVOLA,,,19860101,1,FI1D1,Etelä-Savo,Södra Savolax,740,Savonlinna,Nyslott,1
PONOT,20200721,66820,KOMOSSA,KOMOSSA,,,19861001,1,FI195,Pohjanmaa,Österbotten,946,Vöyri,Vörå,2
PONOT,20200721,83450,VAIVIO,VAIVIO,,,19880101,1,FI1D3,Pohjois-Karjala,Norra Karelen,426,Liperi,Liperi,1
PONOT,20200721,01721,VANTAA,VANDA,,,19881101,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,092,Vantaa,Vanda,2
PONOT,20200721,04370,RUSUTJÄRVI,RUSUTJÄRVI,,,19880321,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,858,Tuusula,Tusby,1
PONOT,20200721,10230,INKOO AS,INGÅ ST,,,19900501,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,149,Inkoo,Ingå,2
PONOT,20200721,10601,TAMMISAARI,EKENÄS,,,19970203,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,710,Raasepori,Raseborg,2
PONOT,20200721,29601,NOORMARKKU,NOORMARKKU,,,19970210,2,FI196,Satakunta,Satakunda,609,Pori,Björneborg,1
PONOT,20200721,33330,TAMPERE,TAMPERE,TRE,,19881101,1,FI197,Pirkanmaa,Birkaland,837,Tampere,Tammerfors,1
PONOT,20200721,37120,NOKIA,NOKIA,,,19881101,1,FI197,Pirkanmaa,Birkaland,536,Nokia,Nokia,1
PONOT,20200721,37560,LEMPÄÄLÄ,LEMPÄÄLÄ,,,19860101,1,FI197,Pirkanmaa,Birkaland,418,Lempäälä,Lempäälä,1
PONOT,20200721,47760,HUHDASJÄRVI,HUHDASJÄRVI,,,19880101,1,FI1C4,Kymenlaakso,Kymmenedalen,286,Kouvola,Kouvola,1
PONOT,20200721,48310,KOTKA,KOTKA,KTK,,19970616,1,FI1C4,Kymenlaakso,Kymmenedalen,285,Kotka,Kotka,1
PONOT,20200721,53100,LAPPEENRANTA,LAPPEENRANTA,LPR,,19961007,1,FI1C5,Etelä-Karjala,Södra Karelen,405,Lappeenranta,Villmanstrand,1
PONOT,20200721,58810,KALLISLAHTI,KALLISLAHTI,,,19860101,1,FI1D1,Etelä-Savo,Södra Savolax,740,Savonlinna,Nyslott,1
PONOT,20200721,95160,OIJÄRVI,OIJÄRVI,,,19961127,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,139,Ii,Ii,1
PONOT,20200721,97700,RANUA,RANUA,,,19881101,1,FI1D7,Lappi,Lappland,683,Ranua,Ranua,1
PONOT,20200721,97900,POSIO,POSIO,,,19881101,1,FI1D7,Lappi,Lappland,614,Posio,Posio,1
PONOT,20200721,02010,LÄHITAPIOLA,LOKALTAPIOLA,,,20130108,3,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,049,Espoo,Esbo,2
PONOT,20200721,04770,SAHAKYLÄ,SAHAKYLÄ,,,19900301,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,505,Mäntsälä,Mäntsälä,1
PONOT,20200721,33531,TAMPERE,TAMPERE,,,19961121,2,FI197,Pirkanmaa,Birkaland,837,Tampere,Tammerfors,1
PONOT,20200721,33840,TAMPERE,TAMPERE,TRE,,19860101,1,FI197,Pirkanmaa,Birkaland,837,Tampere,Tammerfors,1
PONOT,20200721,37860,KÄRJENNIEMI,KÄRJENNIEMI,,,19961201,1,FI197,Pirkanmaa,Birkaland,908,Valkeakoski,Valkeakoski,1
PONOT,20200721,41325,LAUKKAVIRTA,LAUKKAVIRTA,,,19860101,1,FI193,Keski-Suomi,Mellersta Finland,410,Laukaa,Laukaa,1
PONOT,20200721,45330,HARJU,HARJU,,,19880506,1,FI1C4,Kymenlaakso,Kymmenedalen,286,Kouvola,Kouvola,1
PONOT,20200721,65231,VAASA,VASA,,,19970130,2,FI195,Pohjanmaa,Österbotten,905,Vaasa,Vasa,2
PONOT,20200721,66280,TAKLAX,TAKLAX,,,19861001,1,FI195,Pohjanmaa,Österbotten,280,Korsnäs,Korsnäs,2
PONOT,20200721,68380,YLI-ULLAVA,YLI-ULLAVA,,,19860101,1,FI1D5,Keski-Pohjanmaa,Mellersta Österbotten,272,Kokkola,Karleby,2
PONOT,20200721,85230,TALUS,TALUS,,,19860101,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,009,Alavieska,Alavieska,1
PONOT,20200721,93190,YLI-SIURUA,YLI-SIURUA,,,19860101,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,615,Pudasjärvi,Pudasjärvi,1
PONOT,20200721,98360,VUOSTIMO,VUOSTIMO,,,19960805,1,FI1D7,Lappi,Lappland,320,Kemijärvi,Kemijärvi,1
PONOT,20200721,15561,NASTOLA,NASTOLA,,,19900101,2,FI1C3,Päijät-Häme,Päijänne-Tavastland,398,Lahti,Lahtis,1
PONOT,20200721,20210,TURKU,ÅBO,TKU,,19881101,1,FI1C1,Varsinais-Suomi,Egentliga Finland,853,Turku,Åbo,2
PONOT,20200721,23140,HIETAMÄKI,HIETAMÄKI,,,19881101,1,FI1C1,Varsinais-Suomi,Egentliga Finland,503,Mynämäki,Mynämäki,1
PONOT,20200721,38360,SASTAMALA,SASTAMALA,,,20130101,1,FI197,Pirkanmaa,Birkaland,790,Sastamala,Sastamala,1
PONOT,20200721,41540,RISTIMÄKI,RISTIMÄKI,,,19860101,1,FI193,Keski-Suomi,Mellersta Finland,077,Hankasalmi,Hankasalmi,1
PONOT,20200721,62310,VOLTTI,VOLTTI,,,19960601,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,233,Kauhava,Kauhava,1
PONOT,20200721,65610,MUSTASAARI,KORSHOLM,,,19881101,1,FI195,Pohjanmaa,Österbotten,499,Mustasaari,Korsholm,2
PONOT,20200721,81450,HUHUS,HUHUS,,,19860101,1,FI1D3,Pohjois-Karjala,Norra Karelen,146,Ilomantsi,Ilomants,1
PONOT,20200721,85800,HAAPAJÄRVI,HAAPAJÄRVI,,,19860101,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,069,Haapajärvi,Haapajärvi,1
PONOT,20200721,02130,ESPOO,ESBO,,,19881001,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,049,Espoo,Esbo,2
PONOT,20200721,20520,TURKU,ÅBO,TKU,,19961104,1,FI1C1,Varsinais-Suomi,Egentliga Finland,853,Turku,Åbo,2
PONOT,20200721,20780,KAARINA,KAARINA,,,20051216,1,FI1C1,Varsinais-Suomi,Egentliga Finland,202,Kaarina,S:t Karins,1
PONOT,20200721,23880,SUONTAKA,SUONTAKA,,,19860101,1,FI1C1,Varsinais-Suomi,Egentliga Finland,400,Laitila,Laitila,1
PONOT,20200721,28360,PORI,PORI,PR,,19881101,1,FI196,Satakunta,Satakunda,609,Pori,Björneborg,1
PONOT,20200721,28840,PORI,PORI,PR,,19881101,1,FI196,Satakunta,Satakunda,609,Pori,Björneborg,1
PONOT,20200721,32830,RISTE,RISTE,,,19890201,1,FI196,Satakunta,Satakunda,271,Kokemäki,Kumo,1
PONOT,20200721,45130,KOUVOLA,KOUVOLA,KVL,,19881101,1,FI1C4,Kymenlaakso,Kymmenedalen,286,Kouvola,Kouvola,1
PONOT,20200721,49900,VIROLAHTI,VIROLAHTI,,,19881101,1,FI1C4,Kymenlaakso,Kymmenedalen,935,Virolahti,Virolahti,1
PONOT,20200721,54950,PETTILÄ,PETTILÄ,,,19860101,1,FI1C5,Etelä-Karjala,Södra Karelen,739,Savitaipale,Savitaipale,1
PONOT,20200721,55910,IMATRA,IMATRA,,,19961101,1,FI1C5,Etelä-Karjala,Södra Karelen,153,Imatra,Imatra,1
PONOT,20200721,61410,YLISTARO AS,YLISTARO AS,,,19961105,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,743,Seinäjoki,Seinäjoki,1
PONOT,20200721,66230,KORSBÄCK,KORSBÄCK,,,19861001,1,FI195,Pohjanmaa,Österbotten,280,Korsnäs,Korsnäs,2
PONOT,20200721,90400,OULU,OULU,OU,,19970120,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,564,Oulu,Uleåborg,1
PONOT,20200721,90560,OULU,OULU,OU,,19970428,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,564,Oulu,Uleåborg,1
PONOT,20200721,00920,HELSINKI,HELSINGFORS,HKI,HFORS,19881001,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,02771,ESPOO,ESBO,,,19881101,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,049,Espoo,Esbo,2
PONOT,20200721,07680,ASKOLA,ASKOLA,,,20190101,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,018,Askola,Askola,1
PONOT,20200721,14690,TORVOILA,TORVOILA,,,19860101,1,FI1C2,Kanta-Häme,Egentliga Tavastland,109,Hämeenlinna,Tavastehus,1
PONOT,20200721,25110,KRUUSILA,KRUUSILA,,,19860101,1,FI1C1,Varsinais-Suomi,Egentliga Finland,734,Salo,Salo,1
PONOT,20200721,43101,SAARIJÄRVI,SAARIJÄRVI,,,19950828,2,FI193,Keski-Suomi,Mellersta Finland,729,Saarijärvi,Saarijärvi,1
PONOT,20200721,50600,MIKKELI,MIKKELI,MLI,,19881101,1,FI1D1,Etelä-Savo,Södra Savolax,491,Mikkeli,S:t Michel,1
PONOT,20200721,61720,KOSKUE,KOSKUE,,,19960610,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,301,Kurikka,Kurikka,1
PONOT,20200721,64740,HORO,HORO,,,19860101,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,846,Teuva,Östermark,1
PONOT,20200721,70150,KUOPIO,KUOPIO,KUO,,19970407,1,FI1D2,Pohjois-Savo,Norra Savolax,297,Kuopio,Kuopio,1
PONOT,20200721,74301,SONKAJÄRVI,SONKAJÄRVI,,,19951017,2,FI1D2,Pohjois-Savo,Norra Savolax,762,Sonkajärvi,Sonkajärvi,1
PONOT,20200721,83750,SOTKUMA,SOTKUMA,,,19880101,1,FI1D3,Pohjois-Karjala,Norra Karelen,607,Polvijärvi,Polvijärvi,1
PONOT,20200721,99490,KILPISJÄRVI,KILPISJÄRVI,,,19881101,1,FI1D7,Lappi,Lappland,047,Enontekiö,Enontekis,1
PONOT,20200721,03300,OTALAMPI,OTALAMPI,,,19960322,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,927,Vihti,Vichtis,1
PONOT,20200721,07940,LOVIISA,LOVISA,,,19870501,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,434,Loviisa,Lovisa,2
PONOT,20200721,15170,LAHTI,LAHTI,LH,,19881101,1,FI1C3,Päijät-Häme,Päijänne-Tavastland,398,Lahti,Lahtis,1
PONOT,20200721,19700,SYSMÄ,SYSMÄ,,,19881101,1,FI1C3,Päijät-Häme,Päijänne-Tavastland,781,Sysmä,Sysmä,1
PONOT,20200721,43610,AHO,AHO,,,19860101,1,FI193,Keski-Suomi,Mellersta Finland,226,Karstula,Karstula,1
PONOT,20200721,48770,KOTKA,KOTKA,,,20060501,1,FI1C4,Kymenlaakso,Kymmenedalen,285,Kotka,Kotka,1
PONOT,20200721,74701,KIURUVESI,KIURUVESI,,,19951017,2,FI1D2,Pohjois-Savo,Norra Savolax,263,Kiuruvesi,Kiuruvesi,1
PONOT,20200721,80850,PAIHOLA,PAIHOLA,,,19990510,1,FI1D3,Pohjois-Karjala,Norra Karelen,276,Kontiolahti,Kontiolahti,1
PONOT,20200721,99695,TANKAVAARA,TANKAVAARA,,,19860101,1,FI1D7,Lappi,Lappland,758,Sodankylä,Sodankylä,1
PONOT,20200721,00350,HELSINKI,HELSINGFORS,HKI,HFORS,19881101,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,00521,HELSINKI,HELSINGFORS,,,19881001,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,00670,HELSINKI,HELSINGFORS,HKI,HFORS,19881001,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,02151,ESPOO,ESBO,,,19881101,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,049,Espoo,Esbo,2
PONOT,20200721,08701,LOHJA,LOJO,,,20060929,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,444,Lohja,Lojo,2
PONOT,20200721,26100,RAUMA,RAUMA,,,19970303,1,FI196,Satakunta,Satakunda,684,Rauma,Raumo,1
PONOT,20200721,36570,KAIVANTO,KAIVANTO,,,19871101,1,FI197,Pirkanmaa,Birkaland,211,Kangasala,Kangasala,1
PONOT,20200721,40500,JYVÄSKYLÄ,JYVÄSKYLÄ,JKL,,19900501,1,FI193,Keski-Suomi,Mellersta Finland,179,Jyväskylä,Jyväskylä,1
PONOT,20200721,44201,SUOLAHTI,SUOLAHTI,,,19951103,2,FI193,Keski-Suomi,Mellersta Finland,992,Äänekoski,Äänekoski,1
PONOT,20200721,49460,HAMINA,HAMINA,,,19881101,1,FI1C4,Kymenlaakso,Kymmenedalen,075,Hamina,Fredrikshamn,1
PONOT,20200721,54430,HUJAKKALA,HUJAKKALA,,,19860101,1,FI1C5,Etelä-Karjala,Södra Karelen,405,Lappeenranta,Villmanstrand,1
PONOT,20200721,68601,PIETARSAARI,JAKOBSTAD,,,19961111,2,FI195,Pohjanmaa,Österbotten,598,Pietarsaari,Jakobstad,2
PONOT,20200721,68970,ÖVERPURMO,ÖVERPURMO,,,19861001,1,FI195,Pohjanmaa,Österbotten,599,Pedersöre,Pedersöre,1
PONOT,20200721,88640,ONTOJOKI,ONTOJOKI,,,19880318,1,FI1D4,Kainuu,Kajanaland,765,Sotkamo,Sotkamo,1
PONOT,20200721,91790,NUOJUA,NUOJUA,,,19860101,1,FI1D4,Kainuu,Kajanaland,785,Vaala,Vaala,1
PONOT,20200721,95430,TORNIO,TORNIO,,,19881101,1,FI1D7,Lappi,Lappland,851,Tornio,Torneå,1
PONOT,20200721,95660,KANTOMAANPÄÄ,KANTOMAANPÄÄ,,,19860101,1,FI1D7,Lappi,Lappland,976,Ylitornio,Övertorneå,1
PONOT,20200721,98570,AAPAJÄRVI,AAPAJÄRVI,,,19860101,1,FI1D7,Lappi,Lappland,583,Pelkosenniemi,Pelkosenniemi,1
PONOT,20200721,00026,BASWARE,BASWARE,,,20091217,3,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,00771,HELSINKI,HELSINGFORS,,,19881101,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,21680,NÖTÖ,NÖTÖ,,,19960829,1,FI1C1,Varsinais-Suomi,Egentliga Finland,445,Parainen,Pargas,2
PONOT,20200721,22100,MARIEHAMN,MARIEHAMN,MH,MH,19881001,1,FI200,Ahvenanmaa,Åland,478,Maarianhamina,Mariehamn,4
PONOT,20200721,27100,EURAJOKI,EURAJOKI,,,20051216,1,FI196,Satakunta,Satakunda,051,Eurajoki,Euraåminne,1
PONOT,20200721,34600,RUOVESI,RUOVESI,,,19881101,1,FI197,Pirkanmaa,Birkaland,702,Ruovesi,Ruovesi,1
PONOT,20200721,62750,SAUKONKYLÄ,SAUKONKYLÄ,,,19860101,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,005,Alajärvi,Alajärvi,1
PONOT,20200721,82300,RÄÄKKYLÄ,RÄÄKKYLÄ,,,19881101,1,FI1D3,Pohjois-Karjala,Norra Karelen,707,Rääkkylä,Rääkkylä,1
PONOT,20200721,92230,MATTILANPERÄ,MATTILANPERÄ,,,19910422,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,678,Raahe,Brahestad,1
PONOT,20200721,95900,KOLARI,KOLARI,,,19861001,1,FI1D7,Lappi,Lappland,273,Kolari,Kolari,1
PONOT,20200721,98920,KELLOSELKÄ,KELLOSELKÄ,,,19860101,1,FI1D7,Lappi,Lappland,732,Salla,Salla,1
PONOT,20200721,00098,VARMA,VARMA,,,20040129,3,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,73850,ALA-LUOSTA,ALA-LUOSTA,,,19890101,1,FI1D2,Pohjois-Savo,Norra Savolax,687,Rautavaara,Rautavaara,1
PONOT,20200721,11310,RIIHIMÄKI,RIIHIMÄKI,RMK,,19881001,1,FI1C2,Kanta-Häme,Egentliga Tavastland,694,Riihimäki,Riihimäki,1
PONOT,20200721,16301,ORIMATTILA,ORIMATTILA,,,19900101,2,FI1C3,Päijät-Häme,Päijänne-Tavastland,560,Orimattila,Orimattila,1
PONOT,20200721,27510,EURA,EURA,,,19881101,1,FI196,Satakunta,Satakunda,050,Eura,Eura,1
PONOT,20200721,31700,URJALA AS,URJALA AS,,,20051216,1,FI197,Pirkanmaa,Birkaland,887,Urjala,Urjala,1
PONOT,20200721,32100,YPÄJÄ,YPÄJÄ,,,19970303,1,FI1C2,Kanta-Häme,Egentliga Tavastland,981,Ypäjä,Ypäjä,1
PONOT,20200721,35260,HOIVAMÄKI,HOIVAMÄKI,,,19860101,1,FI197,Pirkanmaa,Birkaland,562,Orivesi,Orivesi,1
PONOT,20200721,39100,HÄMEENKYRÖ,HÄMEENKYRÖ,,,20051216,1,FI197,Pirkanmaa,Birkaland,108,Hämeenkyrö,Tavastkyro,1
PONOT,20200721,54100,JOUTSENO,JOUTSENO,,,19881101,1,FI1C5,Etelä-Karjala,Södra Karelen,405,Lappeenranta,Villmanstrand,1
PONOT,20200721,60450,MUNAKKA,MUNAKKA,,,19970601,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,145,Ilmajoki,Ilmajoki,1
PONOT,20200721,72360,NÄRHILÄ,NÄRHILÄ,,,19880501,1,FI1D2,Pohjois-Savo,Norra Savolax,921,Vesanto,Vesanto,1
PONOT,20200721,77580,TIHUSNIEMI,TIHUSNIEMI,,,19960705,1,FI1D1,Etelä-Savo,Södra Savolax,593,Pieksämäki,Pieksämäki,1
PONOT,20200721,82580,JUURIKKA,JUURIKKA,,,19880512,1,FI1D3,Pohjois-Karjala,Norra Karelen,260,Kitee,Kitee,1
PONOT,20200721,92650,LAAKKOLA,LAAKKOLA,,,19860101,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,791,Siikalatva,Siikalatva,1
PONOT,20200721,96400,ROVANIEMI,ROVANIEMI,ROI,,19881101,1,FI1D7,Lappi,Lappland,698,Rovaniemi,Rovaniemi,1
PONOT,20200721,99190,HANHIMAA,HANHIMAA,,,19860101,1,FI1D7,Lappi,Lappland,261,Kittilä,Kittilä,1
PONOT,20200721,00191,HELSINKI,HELSINGFORS,,,20150223,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,12700,LOPPI,LOPPI,,,19881001,1,FI1C2,Kanta-Häme,Egentliga Tavastland,433,Loppi,Loppi,1
PONOT,20200721,16900,LAMMI,LAMMI,,,19881001,1,FI1C2,Kanta-Häme,Egentliga Tavastland,109,Hämeenlinna,Tavastehus,1
PONOT,20200721,17500,PADASJOKI,PADASJOKI,,,19881101,1,FI1C3,Päijät-Häme,Päijänne-Tavastland,576,Padasjoki,Padasjoki,1
PONOT,20200721,21250,MASKU,MASKU,,,20010611,1,FI1C1,Varsinais-Suomi,Egentliga Finland,481,Masku,Masku,1
PONOT,20200721,41925,YLÄ-KINTAUS,YLÄ-KINTAUS,,,19860101,1,FI193,Keski-Suomi,Mellersta Finland,592,Petäjävesi,Petäjävesi,1
PONOT,20200721,46140,VEKARANJÄRVI,VEKARANJÄRVI,,,19880506,1,FI1C4,Kymenlaakso,Kymmenedalen,286,Kouvola,Kouvola,1
PONOT,20200721,61250,JALASTO,JALASTO,,,19881101,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,301,Kurikka,Kurikka,1
PONOT,20200721,63510,LEHTIMÄKI KK,LEHTIMÄKI KK,,,19860101,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,005,Alajärvi,Alajärvi,1
PONOT,20200721,78300,VARKAUS,VARKAUS,VRK,,19881101,1,FI1D2,Pohjois-Savo,Norra Savolax,915,Varkaus,Varkaus,1
PONOT,20200721,79265,PUPONMÄKI,PUPONMÄKI,,,19860101,1,FI1D2,Pohjois-Savo,Norra Savolax,420,Leppävirta,Leppävirta,1
PONOT,20200721,82865,KOKINVAARA,KOKINVAARA,,,19860101,1,FI1D3,Pohjois-Karjala,Norra Karelen,167,Joensuu,Joensuu,1
PONOT,20200721,87100,KAJAANI,KAJAANI,KJ,,19970407,1,FI1D4,Kainuu,Kajanaland,205,Kajaani,Kajana,1
